valor_1,valor_2,codigo,fecha
457,3279,JZ126,16/08/2011
507,8704,OW836,02/02/2017
767,9048,LU729,16/05/2019
472,8491,MC235,19/04/2012
107,2670,UQ381,22/01/2019
221,9291,OV356,27/11/2021
447,3505,RD081,01/08/2015
775,8460,NH967,13/05/2017
189,5575,HN857,21/10/2023
747,6814,PP148,08/02/2024
797,7167,YB638,17/06/2016
415,9576,QU033,15/03/2013
277,3955,QW168,28/02/2014
639,7255,UW457,18/12/2010
831,9368,HS020,23/03/2016
968,2249,AC061,06/12/2016
140,8457,XG745,08/11/2013
839,3892,MM632,06/06/2016
803,5439,YG543,30/03/2017
601,9596,OT103,31/03/2013
244,3853,BJ491,25/11/2024
300,4854,HI389,02/07/2019
823,3503,VB933,16/03/2024
560,5385,OZ775,30/11/2014
831,5571,QD132,12/10/2022
851,5792,OC179,04/05/2014
657,5426,QF772,24/06/2018
646,8628,OA301,06/10/2023
352,7330,KS078,04/12/2021
489,9871,DX833,05/12/2022
693,2043,QR771,11/02/2018
982,5612,EF771,01/03/2011
355,4618,QV211,09/09/2021
808,6678,AT231,26/01/2011
914,5163,TF210,20/11/2012
549,3288,DM587,25/07/2016
109,4942,CT500,08/11/2011
923,2219,PT791,20/10/2014
897,3925,GP659,18/03/2018
341,4972,RR544,07/04/2017
350,5513,RG796,22/10/2019
976,4448,AX715,25/03/2023
104,5471,KA270,11/02/2022
218,4774,NS271,21/02/2025
900,2990,AQ491,13/10/2013
473,4946,IO603,02/08/2013
164,3812,EF938,11/07/2011
245,9743,PX631,17/04/2019
323,6953,UT504,04/09/2013
338,2803,ZW483,19/09/2024
276,2489,MG313,21/10/2015
878,5556,DG823,03/10/2023
952,7876,KT011,25/02/2024
381,3493,MM431,02/04/2020
162,5645,DX545,19/06/2018
316,9081,XA687,02/12/2014
953,4891,NT165,31/12/2025
926,3705,ES507,11/04/2016
894,5516,YQ062,17/08/2024
788,5340,MG528,20/05/2010
560,8410,YT305,21/01/2011
709,2053,ZJ756,15/06/2021
204,4575,CK872,04/06/2025
198,5591,PM527,14/03/2025
610,2615,EM292,19/11/2023
484,7178,HP468,21/08/2024
504,7944,DP474,01/01/2025
922,9207,OZ451,21/06/2011
617,9404,MU969,09/07/2021
575,2954,SN254,05/06/2011
808,4433,GT134,13/05/2015
962,3629,WD196,12/12/2023
744,4781,BI102,25/09/2014
969,8859,KK528,25/03/2022
870,2649,LM486,02/04/2024
536,4347,RZ651,27/10/2018
122,6490,KM060,10/12/2020
664,5278,YB427,30/12/2015
776,7455,JN686,21/07/2025
813,4640,DD675,23/02/2014
557,5801,LV180,07/10/2024
182,4561,TY036,13/01/2022
244,5249,LJ281,18/10/2024
184,8539,UT411,06/04/2015
177,2370,NN593,31/07/2011
556,2857,ET616,27/04/2019
977,6886,HB677,24/12/2019
100,6753,ZY000,07/04/2025
150,9485,XG827,16/07/2017
784,8879,NV124,18/04/2011
816,7488,DM916,14/07/2019
871,2383,TD945,22/12/2019
545,8205,DA297,05/06/2015
548,5877,ZZ014,13/11/2022
980,4552,KX503,08/03/2015
587,6334,RY919,21/09/2020
899,6290,WZ496,27/05/2025
133,4725,XJ147,11/04/2015
447,6034,XX675,21/08/2016
194,5293,UW842,04/10/2010
171,8204,LI322,22/05/2020
650,7248,FS475,24/09/2013
253,9133,EG749,22/07/2013
349,8828,NC970,04/07/2010
773,8111,TX118,15/06/2011
537,6251,OK361,25/02/2025
217,5988,NQ663,28/11/2012
870,9545,HH946,24/11/2020
990,9789,OX984,04/01/2025
405,9948,TE406,29/04/2018
367,2922,CE010,16/09/2023
153,4915,DT037,07/03/2015
335,4950,RM956,31/05/2016
488,9957,XT168,21/11/2025
833,7705,VE760,01/07/2015
862,5046,NU118,16/06/2016
924,9604,WH927,18/01/2016
500,2974,GX565,06/03/2011
723,3230,CR270,19/02/2023
866,4435,WD899,17/08/2015
402,9647,NY610,23/05/2012
306,3814,AU526,03/05/2019
328,4934,PI392,19/10/2018
952,6933,ZU642,17/12/2015
677,8103,CP396,16/10/2022
174,3363,ZZ414,23/12/2019
534,5940,WN038,02/09/2015
202,8483,FK839,09/11/2012
521,2203,GA361,12/03/2018
803,2160,LB264,05/11/2020
863,9707,IW515,12/07/2025
837,6487,WG010,17/08/2018
905,2768,BT089,29/09/2025
405,5748,YB133,04/01/2013
197,8718,SM015,19/11/2016
949,4581,FQ996,10/11/2019
897,3093,JJ982,20/05/2021
434,9036,TG700,26/06/2022
958,6500,ZV134,16/07/2022
534,2607,VP168,20/06/2013
546,9842,YA914,11/08/2013
407,7710,JG865,05/09/2021
348,3540,OI871,12/09/2024
265,4875,CA789,09/07/2021
580,5191,VT456,26/03/2021
434,3837,MH267,26/05/2016
641,2689,TF036,16/11/2021
858,5759,JA132,20/10/2011
205,4949,ED182,25/05/2020
662,7336,ZS168,27/10/2021
180,4103,RB879,23/05/2021
232,2365,SB545,10/10/2023
896,7818,HS509,15/07/2019
999,5575,DK836,07/08/2014
237,9911,EY861,18/11/2020
283,9934,QN440,20/01/2020
500,6550,NC947,12/03/2014
429,6199,AM910,09/09/2020
884,6172,PI225,25/07/2010
607,6325,EI108,05/04/2016
951,8033,NC149,29/09/2017
168,9425,WH272,04/01/2022
645,9431,QI892,01/07/2014
873,4378,GK342,04/02/2021
152,3205,YT358,14/05/2015
549,6988,HN178,22/09/2015
304,5839,GW086,19/05/2017
225,7669,IO808,25/02/2019
846,4735,MX398,18/07/2012
142,8170,AQ019,19/12/2016
851,5347,LT583,10/04/2016
982,3675,CG528,14/01/2019
210,2298,FF205,20/10/2011
860,2956,HF951,11/02/2016
762,8942,SL099,28/06/2021
282,3114,FL674,18/12/2014
947,8623,IB355,14/11/2010
194,8716,ZS365,16/12/2016
473,4505,PM194,02/11/2015
619,3474,MF817,22/11/2016
999,6460,LS617,26/04/2020
459,9002,DD051,29/04/2019
999,7794,NI197,27/05/2018
795,6446,AC467,04/06/2016
380,5726,ZG988,07/04/2019
294,5471,MS661,04/04/2013
963,8396,YF947,03/03/2016
294,4828,YN141,10/12/2012
766,8000,NI611,24/09/2013
192,4850,UB298,14/03/2019
771,7107,ZO744,23/03/2022
160,4506,BH128,05/02/2025
733,5770,QQ022,08/10/2021
150,4964,EB285,14/08/2018
502,6594,XB549,30/05/2020
888,2949,BR644,20/01/2023
104,8090,PA532,27/04/2013
565,8142,UW727,30/10/2023
703,6603,QG145,14/02/2010
781,7423,YE894,30/03/2010
928,8644,VF544,22/01/2021
633,4850,FE949,22/09/2022
504,8741,RN775,20/08/2021
937,2165,CJ414,25/01/2020
612,5486,KF878,10/09/2010
744,4509,QK919,20/04/2018
332,2919,ZP133,03/06/2023
623,2113,HI734,23/04/2016
445,5504,EZ393,13/02/2013
145,2991,DF743,11/06/2011
645,9523,OH390,04/10/2019
177,8047,TO168,08/02/2012
829,9862,UT900,02/03/2020
912,8350,NR538,18/10/2015
172,5839,JJ036,14/11/2011
893,3258,TB254,14/10/2012
348,9609,EW740,06/04/2019
146,5426,SM539,19/07/2016
220,2514,VQ408,06/01/2020
313,7327,OS986,22/02/2016
338,6804,HU599,02/04/2017
155,5196,EH039,14/04/2021
449,8281,CR968,29/06/2021
206,6434,AI505,18/08/2024
930,4584,AZ182,14/04/2022
147,2067,XX769,19/01/2024
672,3596,TJ752,27/08/2013
436,7660,RA964,01/11/2018
125,6478,NN385,21/06/2024
903,2018,GD548,07/06/2018
356,4730,ZV862,15/07/2024
107,5521,TF850,11/05/2017
724,8217,SM080,04/05/2019
966,2572,UX431,17/06/2011
352,9082,CT180,01/10/2015
791,9832,HF740,29/08/2025
818,7395,DV046,11/11/2016
402,9215,LU722,26/10/2020
738,4258,ZR493,19/08/2013
155,4902,TI845,30/04/2013
825,8039,AM486,05/03/2014
625,2650,XV900,31/05/2016
573,7741,WO154,10/11/2011
127,7089,NI684,22/08/2021
177,8838,MP490,17/01/2024
315,4587,DX194,10/03/2020
485,9876,VK908,29/08/2020
464,5262,KL833,05/02/2020
765,3338,ZN709,06/03/2020
625,6996,EP081,16/10/2013
798,5634,FV959,25/08/2012
411,7780,NZ182,10/09/2017
982,4827,CI271,25/12/2014
106,7681,ZB496,25/07/2022
102,8019,AQ819,27/06/2016
722,7877,FV778,18/04/2010
849,7232,IZ911,19/12/2023
462,4217,TB451,13/04/2013
850,5539,DF319,12/12/2025
607,9845,DQ655,25/09/2023
373,8040,QQ804,06/10/2020
605,3037,BA067,31/01/2016
905,7834,HA895,30/09/2014
838,6383,FH632,20/09/2020
982,5978,PJ274,01/09/2023
114,8332,DM629,02/04/2013
291,4961,RW270,08/12/2013
730,5226,DO663,22/04/2011
584,7686,OP022,22/10/2015
127,8837,HH274,14/04/2019
813,7841,QE868,10/09/2011
138,9031,JI945,18/02/2022
372,8614,KC192,07/06/2025
330,3098,MJ361,25/04/2011
185,4324,ET327,19/08/2025
573,2939,XP031,09/07/2020
225,5716,DB883,29/09/2020
911,5414,MY803,15/06/2014
636,3448,PX669,08/09/2010
244,2570,EC442,12/07/2014
624,9678,FT824,15/03/2010
311,4904,XV578,02/03/2024
124,7096,HZ173,27/06/2021
679,7301,DI236,06/09/2019
493,4505,OR370,16/08/2019
166,2917,QY757,24/03/2015
332,3874,QZ283,16/12/2011
208,6928,XI658,08/11/2012
245,9231,LX957,11/03/2017
210,8982,LZ859,23/09/2020
327,9427,PG987,01/09/2016
210,8336,YT206,31/10/2021
569,3678,TU382,21/11/2022
133,2615,IF371,01/09/2025
722,6501,OD657,18/10/2016
875,3749,FN635,15/06/2020
468,5825,LR723,05/10/2022
847,9086,ZH996,26/02/2024
694,8864,LH727,30/07/2020
653,6188,RZ284,26/05/2014
524,4477,NG720,30/07/2018
712,6749,YP678,13/04/2014
617,5505,OA772,02/08/2016
791,5475,UK908,12/06/2012
381,6529,PG715,05/10/2024
419,3135,IG966,14/10/2012
837,6000,GY180,14/08/2014
542,2374,SM922,16/01/2021
414,9226,SL533,04/12/2010
976,7162,OP759,27/05/2012
840,2206,MA930,13/05/2012
476,6875,KI896,08/10/2012
388,3319,YU924,13/11/2019
536,3141,WL231,20/02/2015
761,6627,YS893,31/08/2018
376,9389,LU938,03/05/2022
809,8309,ZH502,30/11/2017
681,4690,PB748,07/05/2022
602,9323,MO746,10/06/2022
723,5255,OO076,17/12/2021
615,2089,WN917,11/03/2016
449,7213,KD038,18/12/2013
942,6108,QH670,25/07/2017
545,5020,JQ928,28/01/2013
929,3857,WK375,17/01/2018
449,2804,VJ565,20/04/2010
706,2944,OZ665,18/05/2019
763,4789,TD080,11/09/2018
922,7953,DD104,31/03/2013
236,5875,QT374,12/12/2020
858,9605,JN877,21/12/2024
998,9705,PJ681,03/12/2017
342,3610,KT407,25/09/2020
642,4923,VY882,06/10/2013
139,8055,IL197,10/11/2013
328,5882,SU777,02/11/2016
647,5221,QP851,01/03/2013
322,8803,QC978,23/08/2014
105,9175,HC059,18/06/2012
421,7148,KK661,12/05/2017
567,6391,MO941,25/01/2012
831,9129,TQ543,14/04/2013
174,7021,EO704,28/06/2017
103,9888,EE615,27/01/2021
946,6735,UD430,04/02/2011
745,4387,LS832,25/10/2025
217,6723,NP029,13/05/2012
980,8582,CY262,08/10/2010
705,7263,QW276,12/04/2012
603,2941,BA721,08/06/2019
673,6925,GY686,02/10/2017
540,7866,FA245,04/10/2018
293,4566,WV055,09/03/2016
946,2975,EJ290,11/07/2011
814,9212,CM159,08/10/2012
491,2954,MO412,20/09/2012
125,3262,EA937,20/11/2021
534,7047,ZV445,28/11/2013
272,2943,NS449,11/09/2021
399,4202,EN354,26/02/2023
744,7300,HV918,20/07/2023
425,9382,JU264,12/07/2012
509,8231,KM370,11/04/2016
217,5327,ZD373,14/02/2014
935,7630,FP089,21/09/2016
886,7192,OO199,23/11/2021
823,9074,KZ109,26/09/2021
324,6274,PE589,15/11/2015
631,4259,HZ892,11/02/2018
212,3828,UM416,29/07/2012
239,3257,WU690,06/04/2012
658,2464,FC758,28/08/2010
100,7870,JN445,04/07/2016
189,5294,SL971,13/10/2013
753,8774,AM373,26/01/2011
419,8968,VZ515,15/11/2025
649,9431,LQ453,26/04/2018
904,3230,QA686,21/12/2014
993,4654,GV278,01/04/2015
238,2884,YG661,18/02/2022
610,5805,LJ443,04/02/2019
967,8509,DH676,05/09/2011
944,8419,IB715,24/03/2024
358,8523,WM104,18/12/2014
772,9910,YB866,07/02/2014
789,7428,LK510,16/03/2017
109,7750,WD313,06/12/2020
360,9435,HM034,28/03/2025
749,7040,CE637,15/07/2016
271,5856,PV732,27/05/2017
997,5135,AT095,20/06/2024
112,8953,PD534,07/11/2012
267,9517,TO538,14/06/2022
741,2924,TH914,26/12/2021
695,8034,UU653,06/11/2020
420,6589,IY913,27/05/2014
418,3546,ZJ882,26/08/2012
712,9265,OY378,11/04/2011
428,8065,IQ922,01/11/2021
884,3094,CZ753,13/05/2010
876,4411,SC208,11/04/2021
649,4617,LN883,03/06/2018
518,7921,JV787,25/12/2025
705,2762,TV544,29/12/2023
194,4323,JU299,16/08/2014
916,6145,LF162,16/12/2011
680,9525,BC435,18/07/2019
417,4775,CA750,03/11/2012
335,7001,FS159,10/01/2015
433,9071,YO968,17/05/2013
984,6659,HA299,07/05/2019
475,6878,WN901,31/05/2011
558,8628,DJ031,03/01/2019
236,5155,HS486,21/10/2011
687,5970,LL367,24/02/2010
646,9972,CD527,06/09/2010
612,9805,HD156,09/12/2018
395,4040,DG156,12/11/2022
419,7927,TU582,18/01/2015
671,2583,WE899,10/10/2015
931,7415,AQ049,03/12/2015
448,6331,WW849,21/01/2010
939,4103,GL271,23/12/2013
878,3942,ZY801,26/09/2020
972,6455,PD972,24/10/2012
328,8026,TL959,22/10/2010
369,2109,BP038,21/05/2015
927,2191,TV996,06/07/2021
897,2903,CG615,08/04/2014
390,7212,AU082,26/12/2016
824,2861,OQ015,28/08/2014
264,8711,PW132,04/02/2013
104,3083,VD026,23/01/2014
950,2649,XI303,21/03/2020
478,6134,XS938,03/03/2011
177,5611,FM916,10/05/2012
509,9216,OK454,23/04/2018
673,9587,ZP975,07/11/2018
231,2636,LC158,21/11/2024
700,3036,BO878,16/10/2017
848,6131,QL912,16/05/2015
141,4148,YK576,18/06/2010
188,5865,XW889,18/03/2011
501,5157,XC316,02/03/2019
395,5587,SV039,27/08/2023
939,5294,DH024,31/10/2024
394,7457,LS905,05/08/2016
715,8079,VX333,01/11/2013
625,6261,UR386,31/01/2014
899,4430,AE929,24/01/2017
790,3879,RE397,25/04/2015
736,5966,MT415,08/01/2025
521,9543,WP343,29/11/2021
964,9638,AG947,18/10/2022
122,8933,PZ806,05/01/2018
674,5713,AI433,31/10/2025
242,6126,UL708,08/10/2023
764,9542,CX411,08/05/2020
244,6106,CF812,26/10/2019
324,4011,GA163,05/04/2025
602,5373,JF504,19/05/2011
920,4143,NX619,08/06/2014
715,9357,ZB109,20/11/2018
203,4500,XY574,21/02/2018
138,8335,OE236,03/06/2021
297,6581,NS524,18/06/2011
745,3289,JZ737,05/06/2015
678,3447,LW773,16/12/2022
490,5199,OZ284,26/03/2012
278,8381,ZQ987,08/05/2020
653,3943,HG643,08/04/2020
547,9522,WW039,07/10/2021
599,8059,KV723,02/06/2021
114,5183,HJ702,06/07/2023
722,7947,BY529,11/03/2019
768,7565,JM436,18/08/2016
388,7462,YO786,02/08/2025
577,5216,IE645,01/09/2023
330,5136,PM631,13/10/2023
519,5318,JA376,10/07/2021
256,4782,FJ515,02/11/2024
649,2990,MA236,27/04/2015
540,9657,YC767,08/04/2017
196,6920,XK764,19/10/2010
510,7558,IO966,13/04/2018
388,4153,OH690,30/12/2015
353,8324,GK714,09/12/2011
295,8327,MZ542,16/02/2023
697,2225,TZ718,06/02/2011
933,2776,UE768,10/12/2012
621,4837,BU386,08/01/2012
616,7208,MN097,02/08/2018
734,2687,FD208,09/04/2021
941,2529,HH678,09/05/2016
964,5442,VK973,24/11/2018
217,7067,SJ464,26/10/2015
905,7031,SO419,13/04/2012
258,7518,DR829,29/03/2016
914,4153,YH430,24/12/2024
327,3294,RD393,08/04/2014
976,8094,AQ276,17/08/2016
315,8974,XO087,22/02/2012
795,3526,XD220,14/12/2023
114,6774,DB769,17/07/2020
256,9692,DE638,14/09/2025
747,4896,GC305,03/11/2016
360,5103,TL481,03/10/2013
256,4440,VS585,22/09/2011
146,6135,CJ115,09/07/2013
423,8803,LP140,27/02/2014
943,9385,KY131,27/05/2020
784,5802,EL734,17/01/2013
229,9124,FU210,16/09/2015
510,7201,SL941,28/01/2010
194,2844,BD705,22/05/2016
726,7839,WY604,29/05/2012
854,8344,DC902,01/08/2011
391,2446,SU087,01/11/2021
893,5915,SP451,29/03/2021
910,9595,MQ425,12/12/2023
382,5109,DS893,10/04/2013
168,3234,HP337,08/09/2020
759,8587,TV366,25/05/2019
110,7446,JL750,30/04/2010
353,8904,XK744,29/11/2017
941,2226,NM422,29/03/2016
971,6143,OR074,19/04/2025
649,9185,SH682,07/10/2015
233,4959,CZ730,06/05/2020
811,7558,HA675,21/08/2019
122,3830,FO652,01/10/2017
914,5779,UJ232,04/08/2014
445,2186,EY334,03/07/2024
401,8488,OZ574,02/03/2025
462,8367,LH666,26/07/2020
495,4877,OD678,10/05/2011
317,4535,TL889,31/08/2024
240,3932,LG688,22/09/2022
715,4924,PR497,19/09/2018
309,2848,KR687,07/09/2024
722,4032,JG249,16/04/2017
715,3252,GQ154,31/07/2020
927,7509,PY025,26/03/2025
782,7074,KB076,21/09/2023
559,7708,MD807,11/03/2015
455,7112,KL317,10/10/2023
423,8331,ZB288,27/09/2011
232,3881,VA014,29/03/2018
987,2269,PD591,24/11/2023
904,3630,ZF267,26/02/2016
939,6405,NJ729,28/03/2012
226,5203,XT609,16/07/2016
205,8139,TT581,25/01/2017
703,3574,LE249,18/09/2024
898,7191,EV986,07/09/2016
477,9960,WG808,09/09/2010
150,4892,PJ393,30/11/2010
128,3695,UY310,19/01/2020
561,5258,UG807,08/03/2023
395,8629,MR512,11/09/2019
396,5262,OI374,23/04/2020
825,3445,HJ244,14/08/2011
878,8263,IT375,04/05/2024
506,2219,HN010,18/08/2010
868,2052,EW271,02/11/2019
913,3757,OH318,17/09/2011
712,7570,HX975,28/10/2024
504,9579,AL567,19/11/2012
445,3666,GH562,23/05/2012
721,7356,DY353,17/08/2024
519,8901,LM963,14/09/2023
281,4785,WE551,21/11/2011
924,2719,PM149,21/05/2016
100,2405,FJ569,30/10/2021
930,8751,OU148,14/06/2018
666,9164,PR023,14/06/2011
470,8565,RQ146,27/07/2012
760,8855,IK852,09/08/2011
530,4294,JJ085,09/07/2014
408,2071,VV452,26/12/2011
236,7949,RP374,15/08/2025
301,8328,KW832,23/02/2019
535,4053,PX250,05/01/2016
412,3229,GO697,03/06/2017
216,3567,MO902,12/03/2010
765,5682,AH277,08/12/2014
902,4953,TN567,24/09/2020
674,6482,JS190,29/04/2019
343,7887,GZ083,24/04/2011
636,2698,VJ232,17/07/2021
701,9243,VE629,15/10/2022
174,7296,KP206,11/12/2012
905,2826,UU130,16/07/2014
485,7918,QA117,28/03/2020
309,2348,VS732,21/11/2025
574,7374,QS078,31/05/2025
517,5908,TD795,07/12/2016
446,9869,EO818,06/01/2016
628,2307,LZ594,31/12/2014
739,5416,LF110,14/05/2010
975,7246,XW748,07/11/2021
862,8056,XM293,08/08/2010
278,4334,XR782,13/10/2010
281,6861,BG953,22/11/2016
763,6820,AQ745,21/06/2019
124,4809,DD609,25/11/2020
279,7715,AS387,09/11/2014
809,5558,KL930,24/05/2025
600,6478,TK240,02/10/2024
955,5477,UB322,12/05/2021
260,8531,RJ112,15/10/2016
276,6620,BG338,23/03/2014
384,9724,GR737,11/02/2023
162,4686,YG997,04/05/2015
761,4985,EE582,12/10/2012
765,9793,KG312,20/12/2010
255,2275,TK280,11/03/2025
981,4547,PB407,07/11/2014
568,4764,XG014,08/01/2012
148,2336,BX944,27/07/2025
948,3973,UY104,22/05/2019
183,4979,XO716,06/03/2020
460,6576,YU641,01/02/2024
788,5968,LW251,13/12/2015
247,2910,AL157,19/02/2018
729,3996,IC920,15/06/2024
441,9440,KY960,30/03/2017
575,5129,YP743,07/04/2014
162,7447,XS640,22/03/2023
800,8129,VY404,21/09/2010
459,7850,PD212,16/12/2019
660,6204,YJ327,01/08/2010
426,9446,LR482,25/09/2013
868,5757,HA279,24/11/2022
835,2327,ZY895,05/02/2016
240,3799,BV021,19/09/2024
314,2314,AK592,22/01/2023
534,5545,QG970,09/11/2025
990,3134,UG644,29/08/2010
822,4746,OD674,02/11/2018
417,6876,SK769,15/11/2016
131,9396,VP450,03/10/2017
769,3520,CB922,08/11/2014
384,2155,YL500,02/09/2013
404,7592,AU998,25/03/2024
528,3724,FT149,30/06/2015
576,5343,TP132,13/01/2018
385,2886,RE397,06/08/2011
243,5073,KX600,09/11/2024
523,4805,EM869,23/11/2017
118,2721,IE148,02/10/2010
117,9678,GI440,16/09/2018
868,2912,PC196,14/04/2019
689,5357,MA737,04/12/2013
470,2870,HU096,28/09/2018
274,6108,XE040,08/02/2017
293,8751,LJ503,01/12/2010
601,2497,NO021,05/09/2022
212,3756,DE713,17/04/2011
213,8381,ZC495,14/05/2014
321,3117,NJ479,07/09/2013
777,5409,VL051,01/06/2011
930,4828,FU300,27/03/2015
743,7290,NM667,01/10/2025
996,8100,LU800,12/10/2010
363,8749,TK982,12/09/2022
154,8804,CK006,20/05/2018
970,3647,AB706,02/11/2019
742,7686,CT612,06/01/2023
899,8992,UF078,09/06/2013
877,4983,GO336,19/11/2011
557,7586,HO414,07/02/2020
977,8771,LG642,02/12/2021
261,2142,DS800,11/06/2011
479,7320,EM039,29/10/2023
186,9347,RL945,18/04/2020
154,4761,DJ548,11/08/2011
575,5435,RX285,01/03/2012
899,8622,BC705,12/06/2012
277,6660,FQ526,07/04/2023
490,8614,WD419,11/08/2017
448,4431,RH555,30/06/2013
107,7811,VU239,29/05/2017
932,9069,YL433,17/06/2024
412,6512,KK951,15/06/2015
858,3848,NT549,16/06/2023
934,8451,MG014,31/01/2010
542,4696,SK581,26/10/2016
866,3717,JG151,07/01/2010
427,7486,AJ657,17/09/2023
153,5072,XM751,29/12/2013
860,3067,YA707,02/06/2021
338,4786,CG119,25/02/2012
328,7962,OU636,06/10/2025
678,7217,JU117,22/05/2018
150,5791,BQ312,03/05/2024
708,3288,HY892,13/12/2010
703,5871,ZQ006,23/10/2010
363,3806,SQ196,10/05/2021
517,8283,DM999,28/10/2020
902,3504,RF140,01/07/2023
195,5308,HP311,23/11/2018
187,9117,MF570,02/05/2010
177,7112,TN973,03/06/2016
387,7048,SX885,09/09/2011
219,4951,SY615,04/11/2021
913,2071,DL121,17/01/2022
590,3690,LS192,17/06/2020
551,9357,AO975,21/09/2017
599,7387,TI010,07/04/2010
264,3344,KV460,16/11/2020
281,8250,QC257,15/03/2013
568,5303,MW918,23/09/2023
834,5113,SJ829,02/11/2014
922,9869,WC955,01/10/2022
106,2882,WT427,14/06/2011
429,6234,RV178,06/11/2015
874,4662,YJ892,14/10/2019
772,9850,VC272,16/10/2010
250,9006,GL057,29/10/2025
184,8416,CL627,13/02/2016
246,3504,LV007,03/11/2019
723,4463,RV014,26/06/2021
480,4553,MJ771,02/02/2023
647,2732,VH821,30/10/2018
384,3748,RG134,22/02/2015
799,5924,YE088,27/06/2018
181,2423,HX416,30/11/2016
613,5478,JI243,28/09/2021
996,3591,UE756,03/11/2012
914,6485,DR459,17/06/2024
808,6437,ZL484,26/03/2022
622,7041,RD869,25/08/2017
845,6709,NK359,12/11/2017
485,2492,SD420,03/06/2019
806,2191,HE641,04/12/2018
570,2498,OH846,26/02/2010
218,6917,GI606,07/03/2023
495,7831,HN370,17/06/2021
631,3256,PO352,21/02/2018
360,3968,YZ343,07/07/2011
904,6322,KX900,29/05/2025
355,7490,SP046,06/02/2013
833,4186,HA021,02/03/2011
325,8999,ME467,27/12/2020
152,2816,NK916,14/10/2021
966,5220,KL705,08/06/2016
599,9282,DF326,12/04/2020
605,3473,BJ400,03/08/2016
953,3086,GJ664,18/04/2021
463,6199,QR854,09/05/2017
379,3874,KF297,23/06/2013
692,2870,DP121,31/05/2017
813,6763,UR368,20/11/2018
257,4042,EY945,06/01/2010
731,2272,QW594,22/03/2020
158,3029,YN724,07/03/2012
826,5218,RL019,30/03/2014
227,8327,IJ177,13/03/2010
835,6069,TN474,13/08/2019
820,3051,WE285,30/12/2012
981,6033,GJ940,20/11/2018
214,3573,AZ241,07/11/2014
308,5190,VF054,10/02/2014
625,6388,JF018,23/05/2018
620,9538,KD258,09/07/2018
651,9411,WD438,22/07/2011
336,9747,CR197,02/05/2010
380,5797,RC897,11/03/2016
458,5289,RI117,28/05/2011
300,8320,NV625,13/10/2020
857,9466,SW373,21/07/2023
377,5747,OK959,11/02/2021
334,4105,YQ289,13/12/2010
593,7388,SP494,01/06/2010
103,2307,IH005,18/12/2013
765,9737,ZH117,18/01/2012
541,5359,FA508,10/09/2010
128,7072,KC834,01/07/2014
208,5176,VO117,06/01/2023
709,3251,BA089,26/05/2016
826,7366,GP677,08/11/2018
904,4747,GO075,25/07/2023
174,3517,SG524,22/07/2023
937,8226,GE421,24/08/2025
245,7305,QG444,27/05/2013
227,8395,UC541,02/04/2019
952,3378,ES244,19/05/2017
141,7869,DI053,29/08/2021
455,7815,FJ071,19/11/2019
140,8138,EC877,15/12/2011
133,6891,JH294,02/03/2012
116,6992,WT598,03/10/2016
776,3961,OK792,16/05/2019
252,6305,OX491,14/02/2015
477,4863,DT673,18/06/2020
687,9975,IT495,07/05/2016
698,4656,NS534,20/09/2014
728,4494,HJ606,15/05/2012
973,8603,VK529,13/09/2016
441,7063,GR645,13/02/2015
126,6567,TC926,14/06/2018
924,9887,LY966,10/01/2019
386,8513,HM076,30/12/2014
745,9043,RB045,04/03/2024
830,6005,KC934,10/09/2014
267,5563,CS795,31/12/2017
709,2922,GR995,12/12/2012
367,6232,DI525,30/07/2021
848,6462,JT721,03/11/2019
920,4959,OM586,28/09/2011
554,2183,AM669,10/06/2010
784,9755,LB798,02/09/2016
500,5358,CX479,16/02/2023
575,8615,CW251,12/07/2015
801,3398,YU849,26/01/2011
733,8797,VW290,09/05/2023
657,4796,CG203,28/05/2024
675,2536,AQ930,19/04/2022
229,9678,JM185,09/08/2015
921,8945,HU221,27/07/2024
462,7698,AZ771,09/02/2014
804,3273,LB834,02/11/2025
918,4967,EW494,08/07/2011
792,8653,ZT496,03/12/2024
391,8773,AL459,18/07/2023
470,5049,JR062,04/05/2022
893,3096,SJ490,31/07/2012
128,3305,HO697,31/01/2011
248,2915,EY834,03/03/2015
878,9527,FW524,29/11/2010
395,5081,XP981,16/10/2015
110,9378,PX084,10/06/2017
611,6247,PH817,28/11/2019
775,3028,WE583,03/05/2017
212,7314,XL298,01/01/2018
286,3977,FM785,07/04/2016
906,5354,US642,29/04/2022
843,4511,SY000,06/03/2013
326,9280,RX535,07/07/2018
409,2270,OB196,20/06/2021
197,3186,WR958,13/03/2025
154,6555,PY553,20/02/2023
722,6200,LE484,22/09/2018
763,5764,IT042,24/12/2016
857,9723,QW957,23/01/2020
505,9449,OE737,17/12/2011
168,7806,DV338,25/10/2024
411,8305,IJ810,12/08/2025
388,4398,RH632,05/04/2012
861,6529,DK131,06/08/2025
647,8995,DN208,11/04/2020
850,6235,TN506,09/07/2023
247,7590,QU059,13/01/2017
566,9299,TI249,17/07/2025
838,6182,KR136,07/09/2015
343,3711,XN765,22/08/2015
590,4230,HF373,02/07/2017
948,8511,NN772,20/02/2015
606,2128,XV526,21/08/2015
464,3269,LT533,09/07/2025
581,5672,RZ887,19/08/2014
300,3601,RV025,02/12/2016
253,6765,AS501,18/02/2013
549,5970,DG978,16/11/2016
